"audit_rate","replicate","method","path_type","lambda","selected","audited_train_n","audited_validation_n","training_estimated_moment","validation_estimated_moment","converged","gradient_norm","log_loss","auc","accuracy","dp_score_signed","eo_score_signed","dp_score","eo_score","dp_decision_signed","eo_decision_signed","dp_decision","eo_decision"
0.02,2,"SoftProxy","exact",3.16227766016838,FALSE,382,124,4.3660241865599e-05,0.000168734309693228,TRUE,3.78750900881433e-06,0.459985182944572,0.739071523481361,0.810293137908061,0.0225451916990285,0.0156522190505086,0.0225451916990285,0.0156522190505086,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"SoftProxy","exact",10,FALSE,382,124,4.33703483873685e-05,0.00016903707599336,TRUE,1.18870262889974e-05,0.459985163957462,0.739071040888486,0.810293137908061,0.0225455957668389,0.015652539489838,0.0225455957668389,0.015652539489838,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"SoftProxy","exact",31.6227766016838,FALSE,382,124,3.88001935281047e-05,0.000173800447863571,TRUE,1.70008017292903e-05,0.459984568791579,0.739076188545819,0.810459693537642,0.0225504295056659,0.0156566010773723,0.0225504295056659,0.0156566010773723,0.0205413459726628,0.00671526788917332,0.0205413459726628,0.00671526788917332
0.02,2,"SoftProxy","exact",100,FALSE,382,124,2.97257687211792e-05,0.000183270321486831,TRUE,1.64855046900736e-05,0.459982910705902,0.739085679539027,0.810459693537642,0.0225614686231376,0.0156658581860374,0.0225614686231376,0.0156658581860374,0.0205413459726628,0.00671526788917332,0.0205413459726628,0.00671526788917332
0.02,2,"SoftProxy","exact",316.227766016838,TRUE,382,124,1.71449007235983e-05,0.000196303971223479,TRUE,9.60330969537294e-06,0.459982457396956,0.739085036081861,0.810459693537642,0.0225736377660634,0.0156754281324909,0.0225736377660634,0.0156754281324909,0.0205413459726628,0.00671526788917332,0.0205413459726628,0.00671526788917332
0.02,2,"SoftProxy","exact",1000,FALSE,382,124,7.48530021997844e-06,0.000206416579130118,TRUE,1.67931985157164e-05,0.459980659293835,0.739086644724777,0.810626249167222,0.0225848609519624,0.0156848368290464,0.0225848609519624,0.0156848368290464,0.0208172080416283,0.00706357858231177,0.0208172080416283,0.00706357858231177
0.02,2,"SoftProxy","exact",3162.27766016838,FALSE,382,124,2.7459596698529e-06,0.000211353203572552,TRUE,1.47654926268313e-05,0.459980375798637,0.739083266574652,0.810626249167222,0.0225898693913361,0.0156889398797188,0.0225898693913361,0.0156889398797188,0.0208172080416283,0.00706357858231177,0.0208172080416283,0.00706357858231177
0.02,2,"SoftProxy","exact",10000,FALSE,382,124,9.33290613410114e-07,0.000213244684858241,TRUE,1.74457688529824e-05,0.459980139602703,0.739080853610277,0.810626249167222,0.0225919495352443,0.0156906719795056,0.0225919495352443,0.0156906719795056,0.0208172080416283,0.00706357858231177,0.0208172080416283,0.00706357858231177
0.02,2,"IPW","exact",0,FALSE,382,124,0.00372046992210871,0.00198055440721473,TRUE,1.05052121372752e-13,0.459985191766892,0.739071040888486,0.810293137908061,0.02254500432315,0.0156520704595693,0.02254500432315,0.0156520704595693,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"IPW","exact",0.001,FALSE,382,124,0.00372045912596891,0.00198054563739169,TRUE,1.77008195065662e-07,0.459985190979376,0.739070719159902,0.810293137908061,0.0225449944283123,0.0156520631298527,0.0225449944283123,0.0156520631298527,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"IPW","exact",0.00316227766016838,FALSE,382,124,0.00372043200563403,0.00198053202872757,TRUE,5.07564530481431e-07,0.459985188696339,0.739071040888486,0.810293137908061,0.0225449717713535,0.0156520464152818,0.0225449717713535,0.0156520464152818,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"IPW","exact",0.01,FALSE,382,124,0.00372034580961436,0.0019804833545351,TRUE,1.58531904322776e-06,0.459985182039834,0.739071523481361,0.810293137908061,0.0225448990393371,0.0156519926805518,0.0225448990393371,0.0156519926805518,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"IPW","exact",0.0316227766016838,FALSE,382,124,0.0037200745689368,0.00198033058964029,TRUE,4.99314717391226e-06,0.459985161111342,0.739072327802819,0.810293137908061,0.0225446703029184,0.0156518236886244,0.0225446703029184,0.0156518236886244,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"IPW","exact",0.1,FALSE,382,124,0.00371921730169486,0.00197984682040476,TRUE,1.57723188411406e-05,0.45998509518762,0.739074740767194,0.810293137908061,0.0225439471553722,0.0156512894140505,0.0225439471553722,0.0156512894140505,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"IPW","exact",0.316227766016838,FALSE,382,124,0.00370782998163746,0.00197889948837179,TRUE,1.42086803255803e-05,0.459985593561064,0.739079727560236,0.810293137908061,0.0225388160716447,0.0156473935047726,0.0225388160716447,0.0156473935047726,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"IPW","exact",1,FALSE,382,124,0.00367572028706563,0.00196742520934442,TRUE,1.09651023674031e-05,0.459982390877836,0.739095813989402,0.810459693537642,0.0225242311151943,0.0156357791328182,0.0225242311151943,0.0156357791328182,0.0210930701105938,0.00706357858231177,0.0210930701105938,0.00706357858231177
0.02,2,"IPW","exact",3.16227766016838,FALSE,382,124,0.00358139085868173,0.0019401723535915,TRUE,1.14346586690262e-05,0.459977379854891,0.73911302646861,0.810459693537642,0.0224800659092088,0.0156024793633901,0.0224800659092088,0.0156024793633901,0.0210930701105938,0.00706357858231177,0.0210930701105938,0.00706357858231177
0.02,2,"IPW","exact",10,FALSE,382,124,0.00331217826477449,0.00186331884398828,TRUE,1.31610294377108e-05,0.459972921883474,0.739149542662819,0.810293137908061,0.02235142799962,0.0155051360108817,0.02235142799962,0.0155051360108817,0.0208172080416285,0.00671526788917332,0.0208172080416285,0.00671526788917332
0.02,2,"IPW","exact",31.6227766016838,FALSE,382,124,0.00266903947913724,0.00167848449046681,TRUE,1.08223901820892e-05,0.460001524264204,0.739228044437152,0.810459693537642,0.0220579706713298,0.0152869262496128,0.0220579706713298,0.0152869262496128,0.0212375527242682,0.00671526788917332,0.0212375527242682,0.00671526788917332
0.02,2,"IPW","exact",100,TRUE,382,124,0.00164485555780618,0.00137759557739289,TRUE,1.08196141675608e-05,0.460181179524728,0.739215657886694,0.810959360426382,0.0215844082717251,0.0149341515329007,0.0215844082717251,0.0149341515329007,0.021631691090142,0.00790219018459304,0.021631691090142,0.00790219018459304
0.02,2,"IPW","exact",316.227766016838,FALSE,382,124,0.000738963584624715,0.00109974237452466,TRUE,9.66933400343271e-06,0.460472855071671,0.739030663951277,0.809960026648901,0.0211729477863982,0.014631212903463,0.0211729477863982,0.014631212903463,0.0221834152280735,0.00901145252513658,0.0221834152280735,0.00901145252513658
0.02,2,"IPW","exact",1000,FALSE,382,124,0.000269262988981716,0.000957133600248414,TRUE,2.9159191348304e-05,0.460672034804358,0.738840844087111,0.810126582278481,0.0209617350026274,0.0144759630131132,0.0209617350026274,0.0144759630131132,0.0202261744285486,0.00880513204800315,0.0202261744285486,0.00880513204800315
0.02,2,"IPW","exact",3162.27766016838,FALSE,382,124,8.93922154673859e-05,0.00090350268650589,TRUE,2.47206112594608e-05,0.460756314617283,0.738770868120236,0.80979347101932,0.0208809121565467,0.014417054020553,0.0208809121565467,0.014417054020553,0.0195299676769434,0.00845682135486481,0.0195299676769434,0.00845682135486481
0.02,2,"IPW","exact",10000,FALSE,382,124,2.87048729881168e-05,0.000881823948260946,TRUE,1.66547569318141e-05,0.460787418351685,0.738730008590153,0.80962691538974,0.0208529814078164,0.0143959493276292,0.0208529814078164,0.0143959493276292,0.0206465191111883,0.00901145252513658,0.0206465191111883,0.00901145252513658
0.02,2,"Augmented","exact",0,FALSE,382,124,0.00144841433627086,7.38280607146281e-05,TRUE,1.05052121372752e-13,0.459985191766892,0.739071040888486,0.810293137908061,0.02254500432315,0.0156520704595693,0.02254500432315,0.0156520704595693,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"Augmented","exact",0.001,FALSE,382,124,0.00144841235908373,7.38280073343531e-05,TRUE,5.14062417033948e-08,0.45998519162784,0.739071040888486,0.810293137908061,0.0225450016303878,0.0156520683096052,0.0225450016303878,0.0156520683096052,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"Augmented","exact",0.00316227766016838,FALSE,382,124,0.00144840735788535,7.38287946790992e-05,TRUE,1.51038135461683e-07,0.459985191158229,0.739070719159902,0.810293137908061,0.0225449953076718,0.0156520631756211,0.0225449953076718,0.0156520631756211,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"Augmented","exact",0.01,FALSE,382,124,0.00144839135651322,7.38308457162108e-05,TRUE,4.73515780376224e-07,0.459985189799813,0.739070880024194,0.810293137908061,0.0225449749071533,0.0156520466366168,0.0225449749071533,0.0156520466366168,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"Augmented","exact",0.0316227766016838,FALSE,382,124,0.0014483409794345,7.38373733245632e-05,TRUE,1.49252347377558e-06,0.459985185528093,0.739071201752777,0.810293137908061,0.0225449107217741,0.015651994592888,0.0225449107217741,0.015651994592888,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"Augmented","exact",0.1,FALSE,382,124,0.00144818173993929,7.38579251349645e-05,TRUE,4.71568530901889e-06,0.459985172057503,0.739072327802819,0.810293137908061,0.0225447077973395,0.0156518300629767,0.0225447077973395,0.0156518300629767,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"Augmented","exact",0.316227766016838,FALSE,382,124,0.00144767833715955,7.392287977194e-05,TRUE,1.49038272361117e-05,0.459985129584249,0.739072006074236,0.810293137908061,0.0225440662726557,0.0156513099259885,0.0225440662726557,0.0156513099259885,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"Augmented","exact",1,FALSE,382,124,0.0014375712565286,8.02478203358685e-05,TRUE,1.51883099726509e-05,0.459985527670985,0.739073132124277,0.810293137908061,0.0225355592422742,0.0156437428442099,0.0225355592422742,0.0156437428442099,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"Augmented","exact",3.16227766016838,FALSE,382,124,0.00141055271550122,9.02625314355305e-05,TRUE,1.21949122845163e-05,0.459984729878887,0.739076671138694,0.810293137908061,0.0225182444161712,0.0156305075961823,0.0225182444161712,0.0156305075961823,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"Augmented","exact",10,FALSE,382,124,0.00133474731609204,0.000123206135743127,TRUE,1.05931958428503e-05,0.459984066715122,0.739096135717986,0.810126582278481,0.0224679741907963,0.0155906622808849,0.0224679741907963,0.0155906622808849,0.0210930701105938,0.00671526788917332,0.0210930701105938,0.00671526788917332
0.02,2,"Augmented","exact",31.6227766016838,FALSE,382,124,0.00114221230770995,0.000208300998725028,TRUE,1.00016330958158e-05,0.45998793443832,0.739108200539861,0.809960026648901,0.0223335250108081,0.01548465497394,0.0223335250108081,0.01548465497394,0.0215134147932335,0.0072698990594452,0.0215134147932335,0.0072698990594452
0.02,2,"Augmented","exact",100,FALSE,382,124,0.000786881314004563,0.000361106449467469,TRUE,1.4552753490384e-05,0.460016757098094,0.739128308576319,0.810126582278481,0.0220882368017686,0.0152940800132039,0.0220882368017686,0.0152940800132039,0.0205413459726628,0.00726989905944531,0.0205413459726628,0.00726989905944531
0.02,2,"Augmented","exact",316.227766016838,TRUE,382,124,0.000398362455653034,0.000524250656793616,TRUE,8.65352445594579e-06,0.460080100951981,0.739144716734069,0.810626249167222,0.0218189796347296,0.0150892493105341,0.0218189796347296,0.0150892493105341,0.0198320360626746,0.00685725810517823,0.0198320360626746,0.00685725810517823
0.02,2,"Augmented","exact",1000,FALSE,382,124,0.000155808615094622,0.000625988456982728,TRUE,1.03854855098968e-05,0.460137961949965,0.73912750425486,0.810293137908061,0.0216507369883621,0.0149636408655645,0.0216507369883621,0.0149636408655645,0.0185841051731386,0.00616063671890166,0.0185841051731386,0.00616063671890166
0.02,2,"Augmented","exact",3162.27766016838,FALSE,382,124,5.32989171163657e-05,0.000666595590345263,TRUE,1.16955236972117e-05,0.460166637264411,0.739106752761236,0.810959360426382,0.0215807334336462,0.0149118165054543,0.0215807334336462,0.0149118165054543,0.0184396225594642,0.00630262693490646,0.0184396225594642,0.00630262693490646
0.02,2,"Augmented","exact",10000,FALSE,382,124,1.72428093093707e-05,0.000681885312225225,TRUE,3.4121934558119e-05,0.460176665997044,0.739110935232819,0.810959360426382,0.0215538294937351,0.0148917868099082,0.0215538294937351,0.0148917868099082,0.0184396225594642,0.00630262693490646,0.0184396225594642,0.00630262693490646
0.02,2,"AugmentedMisspecified","exact",0,FALSE,382,124,0.00129443528111623,2.47694448019126e-05,TRUE,1.05052121372752e-13,0.459985191766892,0.739071040888486,0.810293137908061,0.02254500432315,0.0156520704595693,0.02254500432315,0.0156520704595693,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",0.001,FALSE,382,124,0.00129443337109554,2.47691989919787e-05,TRUE,4.50911141340136e-08,0.459985191637609,0.739071040888486,0.810293137908061,0.0225450013911201,0.0156520680857054,0.0225450013911201,0.0156520680857054,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",0.00316227766016838,FALSE,382,124,0.00129442870394023,2.47697418639497e-05,TRUE,1.31106099569096e-07,0.459985191191056,0.739070880024194,0.810293137908061,0.022544994422545,0.0156520623432148,0.022544994422545,0.0156520623432148,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",0.01,FALSE,382,124,0.00129441369696418,2.47708554564298e-05,TRUE,4.11390985165152e-07,0.459985189898635,0.739070880024194,0.810293137908061,0.0225449720314843,0.0156520439287776,0.0225449720314843,0.0156520439287776,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",0.0316227766016838,FALSE,382,124,0.0012943664617025,2.47744409804905e-05,TRUE,1.29660453046415e-06,0.459985185829804,0.739071201752777,0.810293137908061,0.0225449015828847,0.0156519859839598,0.0225449015828847,0.0156519859839598,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",0.1,FALSE,382,124,0.00129421713815762,2.47856641758353e-05,TRUE,4.09674005688077e-06,0.459985172996549,0.739072810395694,0.810293137908061,0.0225446788698399,0.0156518028097854,0.0225446788698399,0.0156518028097854,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",0.316227766016838,FALSE,382,124,0.00129374507698145,2.48211212684861e-05,TRUE,1.29477775363801e-05,0.459985132532013,0.739072810395694,0.810293137908061,0.0225439747880645,0.0156512237324179,0.0225439747880645,0.0156512237324179,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",1,FALSE,382,124,0.0012856281776195,3.07415335842385e-05,TRUE,1.08224467874725e-05,0.459985095981517,0.739069271381277,0.810293137908061,0.0225352230506209,0.0156432865824148,0.0225352230506209,0.0156432865824148,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",3.16227766016838,FALSE,382,124,0.00126397077972106,4.09913357125649e-05,TRUE,1.09022801646387e-05,0.459983265642421,0.739073292988569,0.810293137908061,0.0225158107764963,0.0156270046650742,0.0225158107764963,0.0156270046650742,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",10,FALSE,382,124,0.00120241751571876,7.5064112309506e-05,TRUE,1.28404157643867e-05,0.459979301840429,0.739084392624694,0.810126582278481,0.0224581834745347,0.0155777718073851,0.0224581834745347,0.0155777718073851,0.0210930701105938,0.00671526788917332,0.0210930701105938,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",31.6227766016838,FALSE,382,124,0.00104252105506369,0.000162612083824118,TRUE,1.08284142271894e-05,0.459974569820123,0.739073936445736,0.810293137908061,0.0223067005544066,0.0154489112967718,0.0223067005544066,0.0154489112967718,0.0208172080416285,0.00671526788917332,0.0208172080416285,0.00671526788917332
0.02,2,"AugmentedMisspecified","exact",100,FALSE,382,124,0.000734751129043915,0.00032673707514752,TRUE,7.87340382015071e-06,0.459983608842263,0.739065410638277,0.811125916055963,0.0220174670218831,0.0152049076161622,0.0220174670218831,0.0152049076161622,0.022774448841153,0.00796652044572177,0.022774448841153,0.00796652044572177
0.02,2,"AugmentedMisspecified","exact",316.227766016838,TRUE,382,124,0.000380960505536669,0.000515996149230473,TRUE,1.14798126798778e-05,0.460023171943047,0.739019403450861,0.810792804796802,0.0216853403660633,0.0149287788199804,0.0216853403660633,0.0149287788199804,0.0210930701105938,0.00741188927545,0.0210930701105938,0.00741188927545
0.02,2,"AugmentedMisspecified","exact",1000,FALSE,382,124,0.000150972032508867,0.000639009132940612,TRUE,9.53986402627766e-06,0.460066481881953,0.738962296627319,0.811292471685543,0.0214698062489856,0.0147517854722468,0.0214698062489856,0.0147517854722468,0.0199765186763491,0.00630262693490646,0.0199765186763491,0.00630262693490646
0.02,2,"AugmentedMisspecified","exact",3162.27766016838,FALSE,382,124,5.19358689755498e-05,0.000691203151281245,TRUE,9.34598754450113e-06,0.460089337148579,0.738939453897903,0.811292471685543,0.0213772175084922,0.0146758892001155,0.0213772175084922,0.0146758892001155,0.018728587786813,0.00505137437835812,0.018728587786813,0.00505137437835812
0.02,2,"AugmentedMisspecified","exact",10000,FALSE,382,124,1.68461171618608e-05,0.000707612595645687,TRUE,3.08016192430027e-05,0.460098682790228,0.738921437097236,0.811125916055963,0.0213449634580217,0.0146496927924601,0.0213449634580217,0.0146496927924601,0.0183082431041733,0.00505137437835812,0.0183082431041733,0.00505137437835812
0.02,3,"Unconstrained","exact",0,TRUE,373,130,0.00700381290601777,0.00708862676994184,TRUE,1.08513695273046e-13,0.459985191766891,0.739071040888486,0.810293137908061,0.0225450043231494,0.0156520704595688,0.0225450043231494,0.0156520704595688,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"Oracle","exact",0,FALSE,373,130,0.00529178061490764,0.00629127250049168,TRUE,1.05052121372752e-13,0.459985191766892,0.739071040888486,0.810293137908061,0.02254500432315,0.0156520704595693,0.02254500432315,0.0156520704595693,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"Oracle","exact",0.001,FALSE,373,130,0.00529177820905107,0.00629127012120198,TRUE,1.11021923359621e-07,0.459985190194421,0.739071040888486,0.810293137908061,0.0225449954653917,0.0156520629158549,0.0225449954653917,0.0156520629158549,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"Oracle","exact",0.00316227766016838,FALSE,373,130,0.00529177173392345,0.00629126391448259,TRUE,3.27015255675397e-07,0.459985185613298,0.739070880024194,0.810293137908061,0.0225449720466989,0.0156520426163859,0.0225449720466989,0.0156520426163859,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"Oracle","exact",0.01,FALSE,373,130,0.00529175136616696,0.00629124429197505,TRUE,1.02198254684685e-06,0.459985171551179,0.739071040888486,0.810293137908061,0.0225448981889969,0.0156519786441922,0.0225448981889969,0.0156519786441922,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"Oracle","exact",0.0316227766016838,FALSE,373,130,0.00529168722448246,0.00629118250464328,TRUE,3.22121257043506e-06,0.459985127257558,0.739072166938527,0.810293137908061,0.022544665617006,0.0156517771643727,0.022544665617006,0.0156517771643727,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"Oracle","exact",0.1,FALSE,373,130,0.00529148451496665,0.00629098721315148,TRUE,1.01779949552156e-05,0.459984987357526,0.739073936445736,0.810293137908061,0.0225439305655029,0.0156511404026737,0.0225439305655029,0.0156511404026737,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"Oracle","exact",0.316227766016838,FALSE,373,130,0.0052877286987205,0.00628757386933509,TRUE,7.04374605439898e-06,0.459982676334325,0.739073132124277,0.810293137908061,0.0225308674490009,0.0156386715863113,0.0225308674490009,0.0156386715863113,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"Oracle","exact",1,FALSE,373,130,0.00527881433635366,0.00627927942073684,TRUE,1.00980212214249e-05,0.459976750441284,0.739083266574652,0.810293137908061,0.0224996613374855,0.0156091517207169,0.0224996613374855,0.0156091517207169,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"Oracle","exact",3.16227766016838,FALSE,373,130,0.0052503730703072,0.00625317992796339,TRUE,1.07983673725647e-05,0.459956840475952,0.739106591896944,0.810459693537642,0.0224021867558235,0.0155171336742858,0.0224021867558235,0.0155171336742858,0.0210930701105938,0.00706357858231177,0.0210930701105938,0.00706357858231177
0.02,3,"Oracle","exact",10,FALSE,373,130,0.00516290222934436,0.00617284288570082,TRUE,1.35711523260974e-05,0.459901923811195,0.739135708333736,0.810126582278481,0.0220998360246384,0.0152315388936607,0.0220998360246384,0.0152315388936607,0.0203968633589886,0.00581232602576331,0.0203968633589886,0.00581232602576331
0.02,3,"Oracle","exact",31.6227766016838,FALSE,373,130,0.00490507377328343,0.00593539670106781,TRUE,1.2874457926251e-05,0.459775129966012,0.739278394960443,0.810626249167222,0.0212068762215351,0.0143924036090841,0.0212068762215351,0.0143924036090841,0.0191358293110695,0.00505137437835812,0.0191358293110695,0.00505137437835812
0.02,3,"Oracle","exact",100,FALSE,373,130,0.00423818823092835,0.00531500310935873,TRUE,1.30170796508488e-05,0.459694378897102,0.739465158403068,0.80929380413058,0.0188965026603667,0.0122224372460267,0.0188965026603667,0.0122224372460267,0.0166137612152311,0.00560600554862978,0.0166137612152311,0.00560600554862978
0.02,3,"Oracle","exact",316.227766016838,FALSE,373,130,0.00296861159733483,0.00412257407593279,TRUE,9.78614051228416e-06,0.460515173956145,0.738873821266903,0.807628247834777,0.0144915803037272,0.00811319452010117,0.0144915803037272,0.00811319452010117,0.0145910046237915,0.0051290343332342,0.0145910046237915,0.0051290343332342
0.02,3,"Oracle","exact",1000,TRUE,373,130,0.0015244494976099,0.00274413819293694,TRUE,1.2719592279585e-05,0.463023210000175,0.736152319180493,0.801798800799467,0.00947083663580917,0.00346286875802315,0.00947083663580917,0.00346286875802315,0.0106896261831253,0.00101363627670348,0.0106896261831253,0.00101363627670348
0.02,3,"Oracle","exact",3162.27766016838,FALSE,373,130,0.000599471380623759,0.00184861217495315,TRUE,1.63582006081514e-05,0.465509880555462,0.732973640777168,0.796635576282478,0.00624511222118151,0.000487191790973118,0.00624511222118151,0.000487191790973118,0.00525135162557455,-0.00205682970041221,0.00525135162557455,0.00205682970041221
0.02,3,"Oracle","exact",10000,FALSE,373,130,0.000205290515412797,0.00146299919379623,TRUE,2.82394971673876e-05,0.466777514921169,0.731273305214255,0.794636908727515,0.00486644519774648,-0.000783380595229533,0.00486644519774648,0.000783380595229533,0.00484411010131736,-0.0030374315186984,0.00484411010131736,0.0030374315186984
0.02,3,"SoftProxy","exact",0,FALSE,373,130,0.00700381290601784,0.00708862676994192,TRUE,1.05052121372752e-13,0.459985191766892,0.739071040888486,0.810293137908061,0.02254500432315,0.0156520704595693,0.02254500432315,0.0156520704595693,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"SoftProxy","exact",0.001,FALSE,373,130,0.00700380871568183,0.00708862258888176,TRUE,1.827119174988e-07,0.459985187561989,0.739071040888486,0.810293137908061,0.0225449954389737,0.0156520632396323,0.0225449954389737,0.0156520632396323,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"SoftProxy","exact",0.00316227766016838,FALSE,373,130,0.00700379660638036,0.0070886104849222,TRUE,5.45771083466556e-07,0.459985175621392,0.739070558295611,0.810293137908061,0.0225449704796621,0.0156520427321126,0.0225449704796621,0.0156520427321126,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"SoftProxy","exact",0.01,FALSE,373,130,0.00700375897882628,0.00708857288216392,TRUE,1.70433264517906e-06,0.45998513869248,0.739070880024194,0.810293137908061,0.0225448928625587,0.0156519788662559,0.0225448928625587,0.0156519788662559,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"SoftProxy","exact",0.0316227766016838,FALSE,373,130,0.00700364041811003,0.00708845439688485,TRUE,5.37342518844095e-06,0.459985022414094,0.739071362617069,0.810293137908061,0.0225446483491303,0.015651777627339,0.0225446483491303,0.015651777627339,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"SoftProxy","exact",0.1,FALSE,373,130,0.00700326579011613,0.00708808000787577,TRUE,1.69785692451045e-05,0.459984655113409,0.739072327802819,0.810293137908061,0.0225438756869019,0.0156511417062257,0.0225438756869019,0.0156511417062257,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"SoftProxy","exact",0.316227766016838,FALSE,373,130,0.00699466389755672,0.00707941774201339,TRUE,1.31452757783061e-05,0.459978759457086,0.739074579902902,0.810293137908061,0.0225284097084987,0.0156367287821433,0.0225284097084987,0.0156367287821433,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"SoftProxy","exact",1,FALSE,373,130,0.00697219552097422,0.0070569299113889,TRUE,1.17330003324321e-05,0.459962361452267,0.739075062495777,0.810293137908061,0.0224920686798047,0.0156025768645858,0.0224920686798047,0.0156025768645858,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.02,3,"SoftProxy","exact",3.16227766016838,FALSE,373,130,0.00690401128514145,0.00698850113781258,TRUE,1.08838585387685e-05,0.459916284079311,0.739065571502569,0.810293137908061,0.0223762739483185,0.0154948151370087,0.0223762739483185,0.0154948151370087,0.0208172080416285,0.00671526788917332,0.0208172080416285,0.00671526788917332
0.02,3,"SoftProxy","exact",10,FALSE,373,130,0.0066974853989178,0.00678132872003292,TRUE,1.29571107878577e-05,0.459787414340856,0.739033398644236,0.810959360426382,0.0220203822020516,0.0151636491808796,0.0220203822020516,0.0151636491808796,0.0212244495658857,0.00720556879831646,0.0212244495658857,0.00720556879831646
0.02,3,"SoftProxy","exact",31.6227766016838,FALSE,373,130,0.00611744384762885,0.00619921547117904,TRUE,1.05758460746234e-05,0.459527982278612,0.738860791259278,0.811625582944704,0.0210276218489248,0.0142410059278921,0.0210276218489248,0.0142410059278921,0.0206465191111885,0.00839249109373619,0.0206465191111885,0.00839249109373619
0.02,3,"SoftProxy","exact",100,FALSE,373,130,0.00480055496193878,0.00487544433805363,TRUE,1.13561860292688e-05,0.459476191565363,0.737817747192114,0.810459693537642,0.0187572917007223,0.012134005284351,0.0187572917007223,0.012134005284351,0.0185185893812236,0.00707690827605889,0.0185185893812236,0.00707690827605889
0.02,3,"SoftProxy","exact",316.227766016838,TRUE,373,130,0.00285835272024458,0.00291641620082776,TRUE,6.35573899695131e-06,0.460769366397385,0.734806528516413,0.807295136575616,0.0153831763257476,0.00901018976084278,0.0153831763257476,0.00901018976084278,0.0176123842240294,0.00666426732179215,0.0176123842240294,0.00666426732179215
