"audit_rate","replicate","method","audited_n","estimate","truth","error","squared_error"
0.02,9,"AugmentedMisspecified",368,0.0022147998987746,0.00529178061490759,-0.00307698071613299,9.46781032745428e-06
0.02,10,"True",392,0.00529178061490759,0.00529178061490759,0,0
0.02,10,"SoftProxy",392,0.00351607466136254,0.00529178061490759,-0.00177570595354504,3.15313163345531e-06
0.02,10,"HardProxy",392,0.0113579486470617,0.00529178061490759,0.00606616803215411,3.67983945943285e-05
0.02,10,"IPW",392,0.00577188049538264,0.00529178061490759,0.000480099880475051,2.30495895232158e-07
0.02,10,"Augmented",392,0.00420207625562162,0.00529178061490759,-0.00108970435928596,1.18745559064683e-06
0.02,10,"SoftProxyMisspecified",392,0.00512980338172097,0.00529178061490759,-0.000161977233186621,2.62366240707929e-08
0.02,10,"AugmentedMisspecified",392,0.00438994715085155,0.00529178061490759,-0.000901833464056033,8.13303596891303e-07
0.02,11,"True",393,0.00529178061490759,0.00529178061490759,0,0
0.02,11,"SoftProxy",393,0.00244062651289461,0.00529178061490759,-0.00285115410201298,8.12907971342544e-06
0.02,11,"HardProxy",393,0.0119461553833441,0.00529178061490759,0.00665437476843648,4.4280703558804e-05
0.02,11,"IPW",393,-0.00518242419086945,0.00529178061490759,-0.010474204805777,0.000109708966313363
0.02,11,"Augmented",393,0.0032144827049503,0.00529178061490759,-0.00207729790995729,4.31516660671293e-06
0.02,11,"SoftProxyMisspecified",393,0.00498339204249246,0.00529178061490759,-0.000308388572415123,9.51035115962375e-08
0.02,11,"AugmentedMisspecified",393,0.00491719415616749,0.00529178061490759,-0.000374586458740099,1.40315015071448e-07
0.02,12,"True",376,0.00529178061490759,0.00529178061490759,0,0
0.02,12,"SoftProxy",376,0.00513894974525717,0.00529178061490759,-0.000152830869650421,2.33572747181039e-08
0.02,12,"HardProxy",376,0.0133756372568225,0.00529178061490759,0.0080838566419149,6.53487382070316e-05
0.02,12,"IPW",376,0.00847595879346099,0.00529178061490759,0.0031841781785534,1.01389906727757e-05
0.02,12,"Augmented",376,0.00677285602040449,0.00529178061490759,0.0014810754054969,2.19358435676781e-06
0.02,12,"SoftProxyMisspecified",376,0.00264404743948213,0.00529178061490759,-0.00264773317542546,7.01049096824859e-06
0.02,12,"AugmentedMisspecified",376,0.00664636475918298,0.00529178061490759,0.00135458414427539,1.83489820392229e-06
0.02,13,"True",357,0.00529178061490759,0.00529178061490759,0,0
0.02,13,"SoftProxy",357,0.00570359513525458,0.00529178061490759,0.000411814520346999,1.69591199168629e-07
0.02,13,"HardProxy",357,0.0145549347425349,0.00529178061490759,0.00926315412762732,8.58060243921791e-05
0.02,13,"IPW",357,0.010941992744616,0.00529178061490759,0.00565021212970843,3.19248971107043e-05
0.02,13,"Augmented",357,0.00579982481289387,0.00529178061490759,0.000508044197986279,2.58108907107522e-07
0.02,13,"SoftProxyMisspecified",357,0.00579484933841636,0.00529178061490759,0.000503068723508774,2.53078140572748e-07
0.02,13,"AugmentedMisspecified",357,0.00620543648906972,0.00529178061490759,0.000913655874162134,8.34767056390972e-07
0.02,14,"True",342,0.00529178061490759,0.00529178061490759,0,0
0.02,14,"SoftProxy",342,-7.20537420355666e-05,0.00529178061490759,-0.00536383435694315,2.87707190087238e-05
0.02,14,"HardProxy",342,0.00476638144945532,0.00529178061490759,-0.00052539916545227,2.76044283057942e-07
0.02,14,"IPW",342,0.00370535269421319,0.00529178061490759,-0.00158642792069439,2.51675354755873e-06
0.02,14,"Augmented",342,-0.000408743796557364,0.00529178061490759,-0.00570052441146495,3.24959785657078e-05
0.02,14,"SoftProxyMisspecified",342,0.00361865369429259,0.00529178061490759,-0.00167312692061499,2.7993536924866e-06
0.02,14,"AugmentedMisspecified",342,0.000225884870956577,0.00529178061490759,-0.00506589574395101,2.5663299688581e-05
0.02,15,"True",344,0.00529178061490759,0.00529178061490759,0,0
0.02,15,"SoftProxy",344,0.00401327530228345,0.00529178061490759,-0.00127850531262413,1.63457583440813e-06
0.02,15,"HardProxy",344,0.0169719917759548,0.00529178061490759,0.0116802111610473,0.000136427332766653
0.02,15,"IPW",344,-0.00313667002666213,0.00529178061490759,-0.00842845064156972,7.1038780217377e-05
