"audit_rate","replicate","method","path_type","lambda","audited_train_n","audited_validation_n","selection_estimated_moment","selection_baseline_moment","selection_target_moment","selection_feasible","validation_estimated_moment","selected_converged","selected_gradient_norm","log_loss","auc","accuracy","dp_score_signed","eo_score_signed","dp_score","eo_score","dp_decision_signed","eo_decision_signed","dp_decision","eo_decision"
0.2,1,"SoftProxy","exact",1000,3750,1156,0.00131217127428511,0.00445625735683403,0.00222812867841702,TRUE,0.00119224232667728,TRUE,1.7470613687738e-05,0.462436459739382,0.736773094482033,0.80346435709527,0.01158495974853,0.00556403939872918,0.01158495974853,0.00556403939872918,0.0094941079271208,-0.00107622788212625,0.0094941079271208,0.00107622788212625
0.2,1,"IPW","exact",316.227766016838,3750,1156,0.000978674187790841,0.00245379960501444,0.00122689980250722,TRUE,0.00642668792053188,TRUE,1.17741847210159e-05,0.46023455182849,0.739646774188359,0.808794137241839,0.0194492991122626,0.0126989811480985,0.0194492991122626,0.0126989811480985,0.0167713469872885,0.0047673939463484,0.0167713469872885,0.0047673939463484
0.2,1,"Augmented","exact",1000,3750,1156,0.00116459593366067,0.00449155508216013,0.00224577754108007,TRUE,0.00376904393438899,TRUE,1.16439480776303e-05,0.462340332562768,0.735974564138202,0.803964023984011,0.0119764163478548,0.00589126557909025,0.0119764163478548,0.00589126557909025,0.00808859126552719,0.000317014890426903,0.00808859126552719,0.000317014890426903
0.2,1,"AugmentedMisspecified","exact",1000,3750,1156,0.00111697381130845,0.00453509260865519,0.00226754630432759,TRUE,0.00374864733143926,TRUE,1.28958132292342e-05,0.462300306806688,0.736455065777409,0.804463690872751,0.0120947522174744,0.00597217966815078,0.0120947522174744,0.00597217966815078,0.0083644533344932,0.00101363627670348,0.0083644533344932,0.00101363627670348
0.2,2,"Unconstrained","exact",0,3539,1192,0.00464490496784657,0.00464490496784657,0.00464490496784657,TRUE,0.00482758230907159,TRUE,1.08513695273046e-13,0.459985191766891,0.739071040888486,0.810293137908061,0.0225450043231494,0.0156520704595688,0.0225450043231494,0.0156520704595688,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.2,2,"Oracle","exact",1000,3539,1192,0.0015244494976099,0.00529178061490764,0.00264589030745382,TRUE,0.00274413819293694,TRUE,1.2719592279585e-05,0.463023210000175,0.736152319180493,0.801798800799467,0.00947083663580917,0.00346286875802315,0.00947083663580917,0.00346286875802315,0.0106896261831253,0.00101363627670348,0.0106896261831253,0.00101363627670348
0.2,2,"SoftProxy","exact",1000,3539,1192,0.00134317640228581,0.00464490496784672,0.00232245248392336,TRUE,0.00154380279118625,TRUE,1.05704917637242e-05,0.461625677334289,0.738147036397155,0.80363091272485,0.0120065532202133,0.0058374108095286,0.0120065532202133,0.0058374108095286,0.0144465220101174,0.00671526788917332,0.0144465220101174,0.00671526788917332
0.2,2,"IPW","exact",316.227766016838,3539,1192,0.0020536564429838,0.00487258368793186,0.00243629184396593,TRUE,0.00317394397345147,TRUE,1.02685366199284e-05,0.460280232022815,0.73687894318595,0.810293137908061,0.0169408068009939,0.0105445065659676,0.0169408068009939,0.0105445065659676,0.0172837616500705,0.00658660736691596,0.0172837616500705,0.00658660736691596
0.2,2,"Augmented","exact",1000,3539,1192,0.00113077482745921,0.0043282112456253,0.00216410562281265,TRUE,0.00158608107649797,TRUE,1.12496962575066e-05,0.461186844377539,0.736966775089199,0.806962025316456,0.0129576592802589,0.0065937291333712,0.0129576592802589,0.0065937291333712,0.0138027278920436,0.00490938416235343,0.0138027278920436,0.00490938416235343
0.2,2,"AugmentedMisspecified","exact",1000,3539,1192,0.00115114226674987,0.00432794489323796,0.00216397244661898,TRUE,0.00163560761538513,TRUE,7.50342621578913e-06,0.461168350529182,0.737179920275657,0.806962025316456,0.0128686167979423,0.00650280347751309,0.0128686167979423,0.00650280347751309,0.0136844515951358,0.00441908325321028,0.0136844515951358,0.00441908325321028
0.2,3,"Unconstrained","exact",0,3566,1197,0.00464481335271172,0.00464481335271172,0.00464481335271172,TRUE,0.0046696412085007,TRUE,1.08513695273046e-13,0.459985191766891,0.739071040888486,0.810293137908061,0.0225450043231494,0.0156520704595688,0.0225450043231494,0.0156520704595688,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.2,3,"Oracle","exact",1000,3566,1197,0.0015244494976099,0.00529178061490764,0.00264589030745382,TRUE,0.00274413819293694,TRUE,1.2719592279585e-05,0.463023210000175,0.736152319180493,0.801798800799467,0.00947083663580917,0.00346286875802315,0.00947083663580917,0.00346286875802315,0.0106896261831253,0.00101363627670348,0.0106896261831253,0.00101363627670348
0.2,3,"SoftProxy","exact",1000,3566,1197,0.00150076268566599,0.00464481335271181,0.0023224066763559,TRUE,0.00155616759029522,TRUE,1.20690475591419e-05,0.462265845115636,0.738545658111904,0.799966688874084,0.0108941142208753,0.00438915377289217,0.0108941142208753,0.00438915377289217,0.0140130741690946,0.00392878234406724,0.0140130741690946,0.00392878234406724
0.2,3,"IPW","exact",316.227766016838,3566,1197,0.00322788781208353,0.0067115709244142,0.0033557854622071,TRUE,0.00487182584371609,TRUE,1.38590330234427e-05,0.461502382493682,0.739308476582985,0.804963357761492,0.0124550947851656,0.00596920919482735,0.0124550947851656,0.00596920919482735,0.0164565233146355,0.00610963615152038,0.0164565233146355,0.00610963615152038
0.2,3,"Augmented","exact",1000,3566,1197,0.00141695628555982,0.00533960141289116,0.00266980070644558,TRUE,0.00366916839533517,TRUE,8.58034266296969e-06,0.463148120810366,0.736928006794908,0.799467021985343,0.00985598548701427,0.00348417408244095,0.00985598548701427,0.00348417408244095,0.0137110057833633,0.00587665628689227,0.0137110057833633,0.00587665628689227
0.2,3,"AugmentedMisspecified","exact",1000,3566,1197,0.00136707135301276,0.00502611640679477,0.00251305820339739,TRUE,0.00408984533233218,TRUE,1.03504731588605e-05,0.462768964713793,0.73718603311874,0.801632245169887,0.0107692260343627,0.00428382205479272,0.0107692260343627,0.00428382205479272,0.0144203156933514,0.00636695719603508,0.0144203156933514,0.00636695719603508
