"audit_rate","replicate","method","path_type","lambda","audited_train_n","audited_validation_n","selection_estimated_moment","selection_baseline_moment","selection_target_moment","selection_feasible","validation_estimated_moment","selected_converged","selected_gradient_norm","log_loss","auc","accuracy","dp_score_signed","eo_score_signed","dp_score","eo_score","dp_decision_signed","eo_decision_signed","dp_decision","eo_decision"
0.05,3,"AugmentedMisspecified","exact",316.227766016838,886,273,5.37562820231877e-05,0.000127811515090023,6.39057575450115e-05,TRUE,0.00598525810375983,TRUE,1.11479434186173e-05,0.459987868362122,0.739125734747652,0.810293137908061,0.022471652024988,0.0155780454351541,0.022471652024988,0.0155780454351541,0.0202654839036974,0.00636695719603508,0.0202654839036974,0.00636695719603508
0.1,1,"Unconstrained","exact",0,1786,623,0.00694335136749851,0.00694335136749851,0.00694335136749851,TRUE,0.00684150887336591,TRUE,1.08513695273046e-13,0.459985191766891,0.739071040888486,0.810293137908061,0.0225450043231494,0.0156520704595688,0.0225450043231494,0.0156520704595688,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.1,1,"Oracle","exact",1000,1786,623,0.0015244494976099,0.00529178061490764,0.00264589030745382,TRUE,0.00274413819293694,TRUE,1.2719592279585e-05,0.463023210000175,0.736152319180493,0.801798800799467,0.00947083663580917,0.00346286875802315,0.00947083663580917,0.00346286875802315,0.0106896261831253,0.00101363627670348,0.0106896261831253,0.00101363627670348
0.1,1,"SoftProxy","exact",316.227766016838,1786,623,0.00335221589334834,0.00694335136749844,0.00347167568374922,TRUE,0.00317587915420301,TRUE,1.39812789216782e-05,0.460991753951401,0.737979737533822,0.806129247168554,0.0142128635384571,0.00814304816917544,0.0142128635384571,0.00814304816917544,0.0135665231696888,0.00506470407210546,0.0135665231696888,0.00506470407210546
0.1,1,"IPW","exact",316.227766016838,1786,623,0.00211469988469498,0.00541384807804403,0.00270692403902202,TRUE,0.00530888519407064,TRUE,9.93501487311605e-06,0.460155201694504,0.740227976874149,0.808461025982678,0.0160976783593045,0.00967780766329229,0.0160976783593045,0.00967780766329229,0.0120423823397252,0.00407077256007193,0.0120423823397252,0.00407077256007193
0.1,1,"Augmented","exact",316.227766016838,1786,623,0.00277377779784656,0.00683110624831199,0.003415553124156,TRUE,0.00159566196904352,TRUE,1.32764989682995e-05,0.46079619978961,0.737900109709447,0.808794137241839,0.0147387651143597,0.00854847691685223,0.0147387651143597,0.00854847691685223,0.0129227290516156,0.00527102454923911,0.0129227290516156,0.00527102454923911
0.1,1,"AugmentedMisspecified","exact",316.227766016838,1786,623,0.00287142974781327,0.00691614034548166,0.00345807017274083,TRUE,0.00129904342021953,TRUE,7.4560146568019e-06,0.460721712104246,0.738161835911988,0.808627581612258,0.0143837682999214,0.00804818946029962,0.0143837682999214,0.00804818946029962,0.0125023843689758,0.00346514082241889,0.0125023843689758,0.00346514082241889
0.1,2,"Unconstrained","exact",0,1825,623,0.00475734053906727,0.00475734053906727,0.00475734053906727,TRUE,0.00494029674617714,TRUE,1.08513695273046e-13,0.459985191766891,0.739071040888486,0.810293137908061,0.0225450043231494,0.0156520704595688,0.0225450043231494,0.0156520704595688,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.1,2,"Oracle","exact",1000,1825,623,0.0015244494976099,0.00529178061490764,0.00264589030745382,TRUE,0.00274413819293694,TRUE,1.2719592279585e-05,0.463023210000175,0.736152319180493,0.801798800799467,0.00947083663580917,0.00346286875802315,0.00947083663580917,0.00346286875802315,0.0106896261831253,0.00101363627670348,0.0106896261831253,0.00101363627670348
0.1,2,"SoftProxy","exact",1000,1825,623,0.00139346175652729,0.0047573405390674,0.0023786702695337,TRUE,0.00157172159228476,TRUE,8.68297448274536e-06,0.462602549689444,0.737809221384655,0.802964690206529,0.014336640774508,0.00769910599681334,0.014336640774508,0.00769910599681334,0.0174416952935894,0.00693491806005431,0.0174416952935894,0.00693491806005431
0.1,2,"IPW","exact",316.227766016838,1825,623,0.00142713263906196,0.00427576372880879,0.00213788186440439,TRUE,0.0111614535641658,TRUE,1.06656823440611e-05,0.460124772671707,0.741051762911772,0.810126582278481,0.0193282433429337,0.0122457625597983,0.0193282433429337,0.0122457625597983,0.0208961748633878,0.00874080178687431,0.0208961748633878,0.00874080178687431
0.1,2,"Augmented","exact",1000,1825,623,0.00122468034394373,0.00499534700314158,0.00249767350157079,TRUE,0.0110366731287356,TRUE,1.51894608692699e-05,0.462346172650116,0.737534947767365,0.803964023984011,0.0143970300617161,0.00743926201843204,0.0143970300617161,0.00743926201843204,0.0163644533344928,0.00554167528750105,0.0163644533344928,0.00554167528750105
0.1,2,"AugmentedMisspecified","exact",316.227766016838,1825,623,0.0023233595018762,0.00498380092531103,0.00249190046265551,TRUE,0.0117684574970307,TRUE,1.38947102639106e-05,0.460582590820182,0.739598836629443,0.807961359093937,0.0173951700260631,0.0105357067073161,0.0173951700260631,0.0105357067073161,0.0190310040440056,0.00742521896919723,0.0190310040440056,0.00742521896919723
0.1,3,"Unconstrained","exact",0,1831,593,0.00664197227557059,0.00664197227557059,0.00664197227557059,TRUE,0.00666601952037877,TRUE,1.08513695273046e-13,0.459985191766891,0.739071040888486,0.810293137908061,0.0225450043231494,0.0156520704595688,0.0225450043231494,0.0156520704595688,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.1,3,"Oracle","exact",1000,1831,593,0.0015244494976099,0.00529178061490764,0.00264589030745382,TRUE,0.00274413819293694,TRUE,1.2719592279585e-05,0.463023210000175,0.736152319180493,0.801798800799467,0.00947083663580917,0.00346286875802315,0.00947083663580917,0.00346286875802315,0.0106896261831253,0.00101363627670348,0.0106896261831253,0.00101363627670348
0.1,3,"SoftProxy","exact",1000,1831,593,0.0018875490951311,0.00664197227557067,0.00332098613778533,TRUE,0.00186568602345163,TRUE,1.39682735028835e-05,0.465410835579418,0.732972997320001,0.796469020652898,0.00779350796182277,0.0022414631922566,0.00779350796182277,0.0022414631922566,0.0093106637097593,0.000188354368169441,0.0093106637097593,0.000188354368169441
0.1,3,"IPW","exact",316.227766016838,1831,593,0.00270739266274113,0.00727911409941026,0.00363955704970513,TRUE,0.00281544146056605,TRUE,7.46781218230212e-06,0.462803417655758,0.734906907834413,0.803964023984011,0.0153420740944343,0.00875881034440562,0.0153420740944343,0.00875881034440562,0.0163247959878826,0.0043414232983342,0.0163247959878826,0.0043414232983342
0.1,3,"Augmented","exact",1000,1831,593,0.00153266061559626,0.00627574310179259,0.0031378715508963,TRUE,0.0011870252082064,TRUE,1.38207885412787e-05,0.464504126545366,0.732072639879545,0.801132578281146,0.0102961502539181,0.00420541722077072,0.0102961502539181,0.00420541722077072,0.0113199692713538,-0.00185050922327901,0.0113199692713538,0.00185050922327901
0.1,3,"AugmentedMisspecified","exact",1000,1831,593,0.00163586701451005,0.00663706001206186,0.00331853000603093,TRUE,0.00143918589277621,TRUE,9.78007694394834e-06,0.465386033136961,0.730907338950714,0.799300466355763,0.00927510319736224,0.00332751354742133,0.00927510319736224,0.00332751354742133,0.0118323839341364,-0.0008055771438642,0.0118323839341364,0.0008055771438642
0.2,1,"Unconstrained","exact",0,3750,1156,0.00445625735683391,0.00445625735683391,0.00445625735683391,TRUE,0.00436920343318539,TRUE,1.08513695273046e-13,0.459985191766891,0.739071040888486,0.810293137908061,0.0225450043231494,0.0156520704595688,0.0225450043231494,0.0156520704595688,0.0208172080416283,0.00671526788917332,0.0208172080416283,0.00671526788917332
0.2,1,"Oracle","exact",1000,3750,1156,0.0015244494976099,0.00529178061490764,0.00264589030745382,TRUE,0.00274413819293694,TRUE,1.2719592279585e-05,0.463023210000175,0.736152319180493,0.801798800799467,0.00947083663580917,0.00346286875802315,0.00947083663580917,0.00346286875802315,0.0106896261831253,0.00101363627670348,0.0106896261831253,0.00101363627670348
