"audit_rate","method","path_type","log_loss_mean","log_loss_sd","log_loss_se","log_loss_q025","log_loss_q975","auc_mean","auc_sd","auc_se","auc_q025","auc_q975","accuracy_mean","accuracy_sd","accuracy_se","accuracy_q025","accuracy_q975","dp_score_signed_mean","dp_score_signed_sd","dp_score_signed_se","dp_score_signed_q025","dp_score_signed_q975","eo_score_signed_mean","eo_score_signed_sd","eo_score_signed_se","eo_score_signed_q025","eo_score_signed_q975","dp_score_mean","dp_score_sd","dp_score_se","dp_score_q025","dp_score_q975","eo_score_mean","eo_score_sd","eo_score_se","eo_score_q025","eo_score_q975","dp_decision_signed_mean","dp_decision_signed_sd","dp_decision_signed_se","dp_decision_signed_q025","dp_decision_signed_q975","eo_decision_signed_mean","eo_decision_signed_sd","eo_decision_signed_se","eo_decision_signed_q025","eo_decision_signed_q975","dp_decision_mean","dp_decision_sd","dp_decision_se","dp_decision_q025","dp_decision_q975","eo_decision_mean","eo_decision_sd","eo_decision_se","eo_decision_q025","eo_decision_q975","lambda_mean","lambda_sd","lambda_se","lambda_q025","lambda_q975","selection_estimated_moment_mean","selection_estimated_moment_sd","selection_estimated_moment_se","selection_estimated_moment_q025","selection_estimated_moment_q975","selection_baseline_moment_mean","selection_baseline_moment_sd","selection_baseline_moment_se","selection_baseline_moment_q025","selection_baseline_moment_q975","selection_target_moment_mean","selection_target_moment_sd","selection_target_moment_se","selection_target_moment_q025","selection_target_moment_q975","validation_estimated_moment_mean","validation_estimated_moment_sd","validation_estimated_moment_se","validation_estimated_moment_q025","validation_estimated_moment_q975","n_rep"
0.02,"SoftProxy","exact",0.4601970566428,0.000500773451559198,0.000289121687060721,0.45983934613406,0.460769366397385,0.737782410669378,0.00258384361689598,0.00149178280775879,0.734806528516413,0.73945566740986,0.809848989562514,0.00230986498586661,0.00133360117138178,0.807295136575616,0.811792138574284,0.0188844859389155,0.00359890920338117,0.00207783119736114,0.0153831763257476,0.0225736377660634,0.0121600615864949,0.00334761712725216,0.00193274764956284,0.00901018976084278,0.0156754281324909,0.0188844859389155,0.00359890920338117,0.00207783119736114,0.0153831763257476,0.0225736377660634,0.0121600615864949,0.00334761712725216,0.00193274764956284,0.00901018976084278,0.0156754281324909,0.0182601981901022,0.00203605961315019,0.00117551956573839,0.0166268643736144,0.0205413459726628,0.00660805078729228,0.000143816478867388,8.30324827879904e-05,0.00644461715091138,0.00671526788917332,0.0182601981901022,0.00203605961315019,0.00117551956573839,0.0166268643736144,0.0205413459726628,0.00660805078729228,0.000143816478867388,8.30324827879904e-05,0.00644461715091138,0.00671526788917332,316.227766016838,0,0,316.227766016838,316.227766016838,0.00144454893778229,0.00142065273505548,0.000820214239009258,1.71449007235983e-05,0.00285835272024458,0.00348210818787417,0.00348075841046699,0.00200961680526717,4.37946457372384e-05,0.00700381290601784,0.00174105409393708,0.00174037920523349,0.00100480840263358,2.18973228686192e-05,0.00350190645300892,0.00146470255829485,0.00136929030617318,0.000790560126867833,0.000196303971223479,0.00291641620082776,3
0.02,"Unconstrained","exact",0.459985191766891,0,0,0.459985191766891,0.459985191766891,0.739071040888486,0,0,0.739071040888486,0.739071040888486,0.810293137908061,0,0,0.810293137908061,0.810293137908061,0.0225450043231494,0,0,0.0225450043231494,0.0225450043231494,0.0156520704595688,0,0,0.0156520704595688,0.0156520704595688,0.0225450043231494,0,0,0.0225450043231494,0.0225450043231494,0.0156520704595688,0,0,0.0156520704595688,0.0156520704595688,0.0208172080416283,0,0,0.0208172080416283,0.0208172080416283,0.00671526788917332,0,0,0.00671526788917332,0.00671526788917332,0.0208172080416283,0,0,0.0208172080416283,0.0208172080416283,0.00671526788917332,0,0,0.00671526788917332,0.00671526788917332,0,0,0,0,0,0.00348210818787414,0.00348075841046692,0.00200961680526713,4.37946457373148e-05,0.00700381290601777,0.00348210818787414,0.00348075841046692,0.00200961680526713,4.37946457373148e-05,0.00700381290601777,0.00348210818787414,0.00348075841046692,0.00200961680526713,4.37946457373148e-05,0.00700381290601777,0.00349663775085728,0.00346755878170075,0.00200199599604578,0.000168593937398202,0.00708862676994184,3
0.05,"Augmented","exact",0.460245189766334,0.000340233681288819,0.000196434007479477,0.460048376811719,0.460638057537457,0.738489141124098,0.00163812699109106,0.000945773059273218,0.736601452282825,0.739537547334318,0.80962691538974,0.0017388918236027,0.00100394966244866,0.807628247834777,0.810792804796802,0.0191828569422785,0.0034182209048776,0.00197351075958069,0.0154453094294629,0.022150397323874,0.0125889038886595,0.00297580121384578,0.00171807963186868,0.00937059302116983,0.0152407717633364,0.0191828569422785,0.0034182209048776,0.00197351075958069,0.0154453094294629,0.022150397323874,0.0125889038886595,0.00297580121384578,0.00171807963186868,0.00937059302116983,0.0152407717633364,0.0182295081967214,0.00349989410837475,0.00202066480560535,0.0156944528996538,0.0222227247032218,0.00653483406366532,0.00238374497512578,0.00137625580306829,0.00380012182180989,0.00817284092285531,0.0182295081967214,0.00349989410837475,0.00202066480560535,0.0156944528996538,0.0222227247032218,0.00653483406366532,0.00238374497512578,0.00137625580306829,0.00380012182180989,0.00817284092285531,316.227766016838,0,0,316.227766016838,316.227766016838,0.00129817994859225,0.00122547632654452,0.00070752908701599,0.000297712345756837,0.00266506861711601,0.00303059814373385,0.00270337221386238,0.0015607926753932,0.000736444529947725,0.00601094135896675,0.00151529907186692,0.00135168610693119,0.000780396337696601,0.000368222264973863,0.00300547067948338,0.00714286919801718,0.00149165783279294,0.00086120905130182,0.0057150915162024,0.0086911028469124,3
0.05,"AugmentedMisspecified","exact",0.459993080061254,5.87806312268273e-05,3.39370132619448e-05,0.459937078818659,0.460054293002981,0.738917576354236,0.000708751858332052,0.000409198076196657,0.738128054410738,0.739498939904318,0.810348656451255,9.61609375731957e-05,5.55185431934113e-05,0.810293137908061,0.810459693537642,0.0198902295362412,0.00308188380859746,0.00177932644650489,0.0164781505112509,0.022471652024988,0.0132246929048533,0.00275969379775302,0.00159330995701365,0.0101873154927017,0.0155780454351541,0.0198902295362412,0.00308188380859746,0.00177932644650489,0.0164781505112509,0.022471652024988,0.0132246929048533,0.00275969379775302,0.00159330995701365,0.0101873154927017,0.0155780454351541,0.0185710020147555,0.00153200885890165,0.000884505727087761,0.0172837616500702,0.0202654839036974,0.00648750399166368,0.00184766536421774,0.00106675009540346,0.00470306368521989,0.00839249109373608,0.0185710020147555,0.00153200885890165,0.000884505727087761,0.0172837616500702,0.0202654839036974,0.00648750399166368,0.00184766536421774,0.00106675009540346,0.00470306368521989,0.00839249109373608,316.227766016838,0,0,316.227766016838,316.227766016838,0.000976986850434659,0.00110827983239705,0.000639865659571872,5.37562820231877e-05,0.00220607732971905,0.00220051601933005,0.00239669849253926,0.00138373451983391,0.000127811515090023,0.00482497585367405,0.00110025800966503,0.00119834924626963,0.000691867259916957,6.39057575450115e-05,0.00241248792683702,0.00651349187731418,0.00130530002712131,0.000753615322031716,0.00555509701725196,0.00800012051093074,3
0.05,"IPW","exact",0.460037174644771,6.41892948436786e-05,3.70597066570901e-05,0.459989772351999,0.460110221840163,0.739021601929514,0.000688020549724602,0.000397228849591493,0.738423883843112,0.739773696114484,0.810293137908061,0.00060052486266889,0.000346713191116946,0.80962691538974,0.810792804796802,0.0221650064490262,0.00115825276682137,0.000668717546713947,0.0208385739817755,0.0229764864820655,0.0153690335489094,0.00105040368360247,0.000606450849485662,0.0141758200238861,0.0161541317205136,0.0221650064490262,0.00115825276682137,0.000668717546713947,0.0208385739817755,0.0229764864820655,0.0153690335489094,0.00105040368360247,0.000606450849485662,0.0141758200238861,0.0161541317205136,0.0212813458760318,0.00155203627967003,0.000896068563859558,0.0198320360626745,0.0229189314548273,0.00791919037372017,0.0011809689863137,0.000681832762152814,0.00671526788917343,0.0090757827862652,0.0212813458760318,0.00155203627967003,0.000896068563859558,0.0198320360626745,0.0229189314548273,0.00791919037372017,0.0011809689863137,0.000681832762152814,0.00671526788917343,0.0090757827862652,316.227766016838,0,0,316.227766016838,316.227766016838,0.000371772078736747,0.000248288193813662,0.000143349255534924,8.82589452552964e-05,0.000550437378114853,0.00114363257564364,0.000825896858653629,0.000476831773666539,0.00025433016897921,0.00188654799617191,0.000571816287821818,0.000412948429326815,0.00023841588683327,0.000127165084489605,0.000943273998085954,0.00802353197370944,0.00557771050858432,0.00322029266359296,0.00220714558014041,0.0133271565529595,3
0.05,"Oracle","exact",0.463023210000175,0,0,0.463023210000175,0.463023210000175,0.736152319180493,0,0,0.736152319180493,0.736152319180493,0.801798800799467,0,0,0.801798800799467,0.801798800799467,0.00947083663580917,0,0,0.00947083663580917,0.00947083663580917,0.00346286875802315,0,0,0.00346286875802315,0.00346286875802315,0.00947083663580917,0,0,0.00947083663580917,0.00947083663580917,0.00346286875802315,0,0,0.00346286875802315,0.00346286875802315,0.0106896261831253,0,0,0.0106896261831253,0.0106896261831253,0.00101363627670348,0,0,0.00101363627670348,0.00101363627670348,0.0106896261831253,0,0,0.0106896261831253,0.0106896261831253,0.00101363627670348,0,0,0.00101363627670348,0.00101363627670348,1000,0,0,1000,1000,0.0015244494976099,0,0,0.0015244494976099,0.0015244494976099,0.00529178061490764,0,0,0.00529178061490764,0.00529178061490764,0.00264589030745382,0,0,0.00264589030745382,0.00264589030745382,0.00274413819293694,0,0,0.00274413819293694,0.00274413819293694,3
0.05,"SoftProxy","exact",0.460904128972569,0.00115565583176932,0.00066721820556258,0.460059170451703,0.462221076916084,0.738229291671627,0.00238652380986612,0.00137786016405366,0.735477010884078,0.739724632505526,0.807128580946036,0.00480131089453681,0.00277203813742391,0.801965356429047,0.811459027315123,0.0173060175922758,0.00501995597764786,0.00289827293501507,0.0118870768891651,0.0217976970392098,0.0107644577442404,0.00452633676090626,0.00261328174735213,0.00591978489889999,0.0148852002547905,0.0173060175922758,0.00501995597764786,0.00289827293501507,0.0118870768891651,0.0217976970392098,0.0107644577442404,0.00452633676090626,0.00261328174735213,0.00591978489889999,0.0148852002547905,0.0176210037057974,0.00385130218913783,0.00222355035562932,0.0145251409604154,0.0219337594758733,0.0064446171509112,0.00194312707601576,0.00112186494040735,0.00421276277607663,0.00776019996858823,0.0176210037057974,0.00385130218913783,0.00222355035562932,0.0145251409604154,0.0219337594758733,0.0064446171509112,0.00194312707601576,0.00112186494040735,0.00421276277607663,0.00776019996858823,772.075922005613,394.77608335457,227.924077994387,316.227766016838,1000,0.000861491312331661,0.000572040153312067,0.000330267536501997,0.000499588446987696,0.00152098184898906,0.00292601726751321,0.00228549514708236,0.00131953123839958,0.00104853070645845,0.00547092717299925,0.00146300863375661,0.00114274757354118,0.000659765619199791,0.000524265353229227,0.00273546358649962,0.00118412279789407,0.000550634448276287,0.000317908946937395,0.000598153680250359,0.00169083250849835,3
0.05,"Unconstrained","exact",0.459985191766891,0,0,0.459985191766891,0.459985191766891,0.739071040888486,0,0,0.739071040888486,0.739071040888486,0.810293137908061,0,0,0.810293137908061,0.810293137908061,0.0225450043231494,0,0,0.0225450043231494,0.0225450043231494,0.0156520704595688,0,0,0.0156520704595688,0.0156520704595688,0.0225450043231494,0,0,0.0225450043231494,0.0225450043231494,0.0156520704595688,0,0,0.0156520704595688,0.0156520704595688,0.0208172080416283,0,0,0.0208172080416283,0.0208172080416283,0.00671526788917332,0,0,0.00671526788917332,0.00671526788917332,0.0208172080416283,0,0,0.0208172080416283,0.0208172080416283,0.00671526788917332,0,0,0.00671526788917332,0.00671526788917332,0,0,0,0,0,0.00292601726751308,0.00228549514708239,0.0013195312383996,0.00104853070645833,0.00547092717299917,0.00292601726751308,0.00228549514708239,0.0013195312383996,0.00104853070645833,0.00547092717299917,0.00292601726751308,0.00228549514708239,0.0013195312383996,0.00104853070645833,0.00547092717299917,0.00325114355754598,0.00210012422694125,0.00121250728775619,0.00181801051195931,0.00566185264335496,3
0.1,"Augmented","exact",0.46254883299503,0.00186225229710249,0.00107517186503112,0.46079619978961,0.464504126545366,0.735835899118785,0.00326418839641397,0.00188458004935526,0.732072639879545,0.737900109709447,0.804630246502332,0.00387398512645337,0.00223664635559446,0.801132578281146,0.808794137241839,0.0131439818099979,0.00247220633046771,0.00142732899038783,0.0102961502539181,0.0147387651143597,0.00673105205201833,0.00225648241702161,0.00130278073088908,0.00420541722077072,0.00854847691685223,0.0131439818099979,0.00247220633046771,0.00142732899038783,0.0102961502539181,0.0147387651143597,0.00673105205201833,0.00225648241702161,0.00130278073088908,0.00420541722077072,0.00854847691685223,0.0135357172191541,0.00257750281008039,0.00148812194123693,0.0113199692713538,0.0163644533344928,0.00298739687115372,0.00419193445672072,0.00242021448701297,-0.00185050922327901,0.00554167528750105,0.0135357172191541,0.00257750281008039,0.00148812194123693,0.0113199692713538,0.0163644533344928,0.00422106968667306,0.00205742087052836,0.0011878524934359,0.00185050922327901,0.00554167528750105,772.075922005613,394.77608335457,227.924077994387,316.227766016838,1000,0.00184370625246218,0.000820053517510932,0.000473458119084836,0.00122468034394373,0.00277377779784656,0.00603406545108205,0.00094143989011348,0.000543540573982869,0.00499534700314158,0.00683110624831199,0.00301703272554103,0.00047071994505674,0.000271770286991435,0.00249767350157079,0.003415553124156,0.00460645343532849,0.00557248059482371,0.00321727317147544,0.0011870252082064,0.0110366731287356,3
0.1,"AugmentedMisspecified","exact",0.462230112020463,0.00273399291386947,0.00157847154478507,0.460582590820182,0.465386033136961,0.736222670497382,0.00465894890009955,0.00268984540161319,0.730907338950714,0.739598836629443,0.805296469020653,0.00520336420779925,0.00300416372606456,0.799300466355763,0.808627581612258,0.0136846805077822,0.00410492559390305,0.00236997989664331,0.00927510319736224,0.0173951700260631,0.00730380323834567,0.00366129694140812,0.00211385077470513,0.00332751354742133,0.0105357067073161,0.0136846805077822,0.00410492559390305,0.00236997989664331,0.00927510319736224,0.0173951700260631,0.00730380323834567,0.00366129694140812,0.00211385077470513,0.00332751354742133,0.0105357067073161,0.0144552574490393,0.00397684772422589,0.00229603410410797,0.0118323839341364,0.0190310040440056,0.00336159421591731,0.00411637493293375,0.00237659017561473,-0.0008055771438642,0.00742521896919723,0.0144552574490393,0.00397684772422589,0.00229603410410797,0.0118323839341364,0.0190310040440056,0.00389864564516011,0.00333104477565666,0.00192317959790807,0.0008055771438642,0.00742521896919723,544.151844011225,394.77608335457,227.924077994387,316.227766016838,1000,0.00227688542139984,0.000619091024889738,0.000357432369872972,0.00163586701451005,0.00287142974781327,0.00617900042761818,0.00104443661648847,0.00060300576168112,0.00498380092531103,0.00691614034548166,0.00308950021380909,0.000522218308244235,0.00030150288084056,0.00249190046265551,0.00345807017274083,0.00483556227000881,0.00600447226238916,0.00346668367703202,0.00129904342021953,0.0117684574970307,3
0.1,"IPW","exact",0.461027797340656,0.00153780756562975,0.00088785361197818,0.460124772671707,0.462803417655758,0.738728882540111,0.00333545706720932,0.00192572703562374,0.734906907834413,0.741051762911772,0.80751721074839,0.00318784748388975,0.00184050460295922,0.803964023984011,0.810126582278481,0.0169226652655575,0.00211727156171266,0.00122240730610234,0.0153420740944343,0.0193282433429337,0.0102274601891654,0.00180729006042387,0.00104343940288946,0.00875881034440562,0.0122457625597983,0.0169226652655575,0.00211727156171266,0.00122240730610234,0.0153420740944343,0.0193282433429337,0.0102274601891654,0.00180729006042387,0.00104343940288946,0.00875881034440562,0.0122457625597983,0.0164211177303319,0.00442768211613788,0.0025563234616383,0.0120423823397252,0.0208961748633878,0.00571766588176015,0.00262160751851289,0.00151358580652296,0.00407077256007193,0.00874080178687431,0.0164211177303319,0.00442768211613788,0.0025563234616383,0.0120423823397252,0.0208961748633878,0.00571766588176015,0.00262160751851289,0.00151358580652296,0.00407077256007193,0.00874080178687431,316.227766016838,0,0,316.227766016838,316.227766016838,0.00208307506216603,0.000640715638257515,0.000369917346221979,0.00142713263906196,0.00270739266274113,0.00565624196875436,0.00151627651199848,0.000875422652368228,0.00427576372880879,0.00727911409941026,0.00282812098437718,0.000758138255999239,0.000437711326184114,0.00213788186440439,0.00363955704970513,0.00642859340626748,0.00428419063169509,0.00247347861446883,0.00281544146056605,0.0111614535641658,3
0.1,"Oracle","exact",0.463023210000175,0,0,0.463023210000175,0.463023210000175,0.736152319180493,0,0,0.736152319180493,0.736152319180493,0.801798800799467,0,0,0.801798800799467,0.801798800799467,0.00947083663580917,0,0,0.00947083663580917,0.00947083663580917,0.00346286875802315,0,0,0.00346286875802315,0.00346286875802315,0.00947083663580917,0,0,0.00947083663580917,0.00947083663580917,0.00346286875802315,0,0,0.00346286875802315,0.00346286875802315,0.0106896261831253,0,0,0.0106896261831253,0.0106896261831253,0.00101363627670348,0,0,0.00101363627670348,0.00101363627670348,0.0106896261831253,0,0,0.0106896261831253,0.0106896261831253,0.00101363627670348,0,0,0.00101363627670348,0.00101363627670348,1000,0,0,1000,1000,0.0015244494976099,0,0,0.0015244494976099,0.0015244494976099,0.00529178061490764,0,0,0.00529178061490764,0.00529178061490764,0.00264589030745382,0,0,0.00264589030745382,0.00264589030745382,0.00274413819293694,0,0,0.00274413819293694,0.00274413819293694,3
0.1,"SoftProxy","exact",0.463001713073421,0.00223641882573445,0.00129119701105853,0.460991753951401,0.465410835579418,0.736253985412826,0.00284269785384006,0.00164123237113933,0.732972997320001,0.737979737533822,0.80185431934266,0.00492490473765159,0.00284339507601641,0.796469020652898,0.806129247168554,0.0121143374249293,0.00374245983785774,0.00216071019481853,0.00779350796182277,0.014336640774508,0.00602787245274846,0.00328663087051988,0.00189753721782159,0.0022414631922566,0.00814304816917544,0.0121143374249293,0.00374245983785774,0.00216071019481853,0.00779350796182277,0.014336640774508,0.00602787245274846,0.00328663087051988,0.00189753721782159,0.0022414631922566,0.00814304816917544,0.0134396273910125,0.00406700080628159,0.0023480840103011,0.0093106637097593,0.0174416952935894,0.00406265883344307,0.00348311662271151,0.00201097831974135,0.000188354368169441,0.00693491806005431,0.0134396273910125,0.00406700080628159,0.0023480840103011,0.0093106637097593,0.0174416952935894,0.00406265883344307,0.00348311662271151,0.00201097831974135,0.000188354368169441,0.00693491806005431,772.075922005613,394.77608335457,227.924077994387,316.227766016838,1000,0.00221107558166891,0.00101866652185444,0.00058812739060712,0.00139346175652729,0.00335221589334834,0.0061142213940455,0.0011847158225572,0.000683995999066609,0.0047573405390674,0.00694335136749844,0.00305711069702275,0.000592357911278601,0.000341997999533305,0.0023786702695337,0.00347167568374922,0.00220442892331313,0.000854043579110464,0.000493082290299098,0.00157172159228476,0.00317587915420301,3
0.1,"Unconstrained","exact",0.459985191766891,0,0,0.459985191766891,0.459985191766891,0.739071040888486,0,0,0.739071040888486,0.739071040888486,0.810293137908061,0,0,0.810293137908061,0.810293137908061,0.0225450043231494,0,0,0.0225450043231494,0.0225450043231494,0.0156520704595688,0,0,0.0156520704595688,0.0156520704595688,0.0225450043231494,0,0,0.0225450043231494,0.0225450043231494,0.0156520704595688,0,0,0.0156520704595688,0.0156520704595688,0.0208172080416283,0,0,0.0208172080416283,0.0208172080416283,0.00671526788917332,0,0,0.00671526788917332,0.00671526788917332,0.0208172080416283,0,0,0.0208172080416283,0.0208172080416283,0.00671526788917332,0,0,0.00671526788917332,0.00671526788917332,0,0,0,0,0,0.00611422139404546,0.00118471582255728,0.000683995999066654,0.00475734053906727,0.00694335136749851,0.00611422139404546,0.00118471582255728,0.000683995999066654,0.00475734053906727,0.00694335136749851,0.00611422139404546,0.00118471582255728,0.000683995999066654,0.00475734053906727,0.00694335136749851,0.00614927504664061,0.00105067622343737,0.000606608200432703,0.00494029674617714,0.00684150887336591,3
0.2,"Augmented","exact",0.462225099250224,0.000985702971858332,0.000569095876143422,0.461186844377539,0.463148120810366,0.73662311534077,0.000561996211664015,0.000324468664087769,0.735974564138202,0.736966775089199,0.80346435709527,0.00377240228278016,0.00217799747345468,0.799467021985343,0.806962025316456,0.011596687038376,0.0015853204222753,0.000915285172552456,0.00985598548701427,0.0129576592802589,0.00532305626496747,0.00163079107251155,0.000941537664706581,0.00348417408244095,0.0065937291333712,0.011596687038376,0.0015853204222753,0.000915285172552456,0.00985598548701427,0.0129576592802589,0.00532305626496747,0.00163079107251155,0.000941537664706581,0.00348417408244095,0.0065937291333712,0.011867441646978,0.0032729017538491,0.00188961070861598,0.00808859126552719,0.0138027278920436,0.00370101844655753,0.00297027168650547,0.00171488715777025,0.000317014890426903,0.00587665628689227,0.011867441646978,0.0032729017538491,0.00188961070861598,0.00808859126552719,0.0138027278920436,0.00370101844655753,0.00297027168650547,0.00171488715777025,0.000317014890426903,0.00587665628689227,1000,0,0,1000,1000,0.00123744234889323,0.000156380647457811,9.0286408905815e-05,0.00113077482745921,0.00141695628555982,0.0047197892468922,0.00054295086616905,0.000313472828739441,0.0043282112456253,0.00533960141289116,0.0023598946234461,0.000271475433084525,0.000156736414369721,0.00216410562281265,0.00266980070644558,0.00300809780207404,0.0012325146882244,0.000711592687026528,0.00158608107649797,0.00376904393438899,3
0.2,"AugmentedMisspecified","exact",0.462079207349888,0.000822894385290572,0.000475098294862144,0.461168350529182,0.462768964713793,0.736940339723935,0.000420270679557525,0.000242643389975044,0.736455065777409,0.73718603311874,0.804352653786365,0.00266662446336282,0.00153957635175017,0.801632245169887,0.806962025316456,0.0119108650165931,0.00106170677285998,0.000612976691111159,0.0107692260343627,0.0128686167979423,0.00558626840015219,0.00115873433912642,0.0006689955826139,0.00428382205479272,0.00650280347751309,0.0119108650165931,0.00106170677285998,0.000612976691111159,0.0107692260343627,0.0128686167979423,0.00558626840015219,0.00115873433912642,0.0006689955826139,0.00428382205479272,0.00650280347751309,0.0121564068743268,0.00330447540904046,0.00190783976694001,0.0083644533344932,0.0144203156933514,0.00393322557531628,0.00270953030592292,0.00156434805150205,0.00101363627670348,0.00636695719603508,0.0121564068743268,0.00330447540904046,0.00190783976694001,0.0083644533344932,0.0144203156933514,0.00393322557531628,0.00270953030592292,0.00156434805150205,0.00101363627670348,0.00636695719603508,1000,0,0,1000,1000,0.00121172914369036,0.000135610738272036,7.82948962463638e-05,0.00111697381130845,0.00136707135301276,0.00462971796956264,0.000358575424117019,0.000207023617638745,0.00432794489323796,0.00502611640679477,0.00231485898478132,0.000179287712058509,0.000103511808819373,0.00216397244661898,0.00251305820339739,0.00315803342638552,0.00132945074427505,0.000767558745081548,0.00163560761538513,0.00408984533233218,3
0.2,"IPW","exact",0.460672388781662,0.000719158425892593,0.000415206310779076,0.46023455182849,0.461502382493682,0.738611397985765,0.00150985464283892,0.000871714984480259,0.73687894318595,0.739646774188359,0.808016877637131,0.00274858845091867,0.00158689828202939,0.804963357761492,0.810293137908061,0.0162817335661407,0.00354337504209904,0.00204576853439568,0.0124550947851656,0.0194492991122626,0.00973756563629783,0.00343668777804169,0.00198417261377306,0.00596920919482735,0.0126989811480985,0.0162817335661407,0.00354337504209904,0.00204576853439568,0.0124550947851656,0.0194492991122626,0.00973756563629783,0.00343668777804169,0.00198417261377306,0.00596920919482735,0.0126989811480985,0.0168372106506649,0.000417533630403965,0.000241063153909451,0.0164565233146355,0.0172837616500705,0.00582121248826158,0.000943279133946578,0.000544602461905014,0.0047673939463484,0.00658660736691596,0.0168372106506649,0.000417533630403965,0.000241063153909451,0.0164565233146355,0.0172837616500705,0.00582121248826158,0.000943279133946578,0.000544602461905014,0.0047673939463484,0.00658660736691596,316.227766016838,0,0,316.227766016838,316.227766016838,0.00208673948095272,0.00112497170963403,0.000649502719387918,0.000978674187790841,0.00322788781208353,0.0046793180724535,0.00213545495168371,0.00123290549119691,0.00245379960501444,0.0067115709244142,0.00233965903622675,0.00106772747584185,0.000616452745598454,0.00122689980250722,0.0033557854622071,0.00482415257923315,0.00162689592519832,0.000939288800356756,0.00317394397345147,0.00642668792053188,3
0.2,"Oracle","exact",0.463023210000175,0,0,0.463023210000175,0.463023210000175,0.736152319180493,0,0,0.736152319180493,0.736152319180493,0.801798800799467,0,0,0.801798800799467,0.801798800799467,0.00947083663580917,0,0,0.00947083663580917,0.00947083663580917,0.00346286875802315,0,0,0.00346286875802315,0.00346286875802315,0.00947083663580917,0,0,0.00947083663580917,0.00947083663580917,0.00346286875802315,0,0,0.00346286875802315,0.00346286875802315,0.0106896261831253,0,0,0.0106896261831253,0.0106896261831253,0.00101363627670348,0,0,0.00101363627670348,0.00101363627670348,0.0106896261831253,0,0,0.0106896261831253,0.0106896261831253,0.00101363627670348,0,0,0.00101363627670348,0.00101363627670348,1000,0,0,1000,1000,0.0015244494976099,0,0,0.0015244494976099,0.0015244494976099,0.00529178061490764,0,0,0.00529178061490764,0.00529178061490764,0.00264589030745382,0,0,0.00264589030745382,0.00264589030745382,0.00274413819293694,0,0,0.00274413819293694,0.00274413819293694,3
0.2,"SoftProxy","exact",0.462109327396436,0.000427452189630337,0.00024678963674877,0.461625677334289,0.462436459739382,0.737821929663697,0.000929928086783875,0.000536894231231664,0.736773094482033,0.738545658111904,0.802353986231401,0.00206913670370689,0.00119461663287531,0.799966688874084,0.80363091272485,0.0114952090632062,0.000561624003181046,0.000324253769419932,0.0108941142208753,0.0120065532202133,0.00526353466038332,0.000769473478664448,0.000444255720041197,0.00438915377289217,0.0058374108095286,0.0114952090632062,0.000561624003181046,0.000324253769419932,0.0108941142208753,0.0120065532202133,0.00526353466038332,0.000769473478664448,0.000444255720041197,0.00438915377289217,0.0058374108095286,0.0126512347021109,0.00274272790534197,0.00158351469446309,0.0094941079271208,0.0144465220101174,0.0031892741170381,0.00394803823460812,0.00227940093752193,-0.00107622788212625,0.00671526788917332,0.0126512347021109,0.00274272790534197,0.00158351469446309,0.0094941079271208,0.0144465220101174,0.00390675937178893,0.00281958450995006,0.00162788787582257,0.00107622788212625,0.00671526788917332,1000,0,0,1000,1000,0.00138537012074564,0.000101128198440191,5.8386392592106e-05,0.00131217127428511,0.00150076268566599,0.00458199189246419,0.000108889311623922,6.28672733779442e-05,0.00445625735683403,0.00464490496784672,0.00229099594623209,5.44446558119608e-05,3.14336366889721e-05,0.00222812867841702,0.00232245248392336,0.00143073756938625,0.000206635446282477,0.000119301030535307,0.00119224232667728,0.00155616759029522,3
0.2,"Unconstrained","exact",0.459985191766891,0,0,0.459985191766891,0.459985191766891,0.739071040888486,0,0,0.739071040888486,0.739071040888486,0.810293137908061,0,0,0.810293137908061,0.810293137908061,0.0225450043231494,0,0,0.0225450043231494,0.0225450043231494,0.0156520704595688,0,0,0.0156520704595688,0.0156520704595688,0.0225450043231494,0,0,0.0225450043231494,0.0225450043231494,0.0156520704595688,0,0,0.0156520704595688,0.0156520704595688,0.0208172080416283,0,0,0.0208172080416283,0.0208172080416283,0.00671526788917332,0,0,0.00671526788917332,0.00671526788917332,0.0208172080416283,0,0,0.0208172080416283,0.0208172080416283,0.00671526788917332,0,0,0.00671526788917332,0.00671526788917332,0,0,0,0,0,0.00458199189246407,0.000108889311623921,6.28672733779439e-05,0.00445625735683391,0.00464490496784657,0.00458199189246407,0.000108889311623921,6.28672733779439e-05,0.00445625735683391,0.00464490496784657,0.00458199189246407,0.000108889311623921,6.28672733779439e-05,0.00445625735683391,0.00464490496784657,0.00462214231691923,0.000232851684534978,0.000134436982747527,0.00436920343318539,0.00482758230907159,3
